offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
2.608695652173914823e+02,1.000000000000000000e+03,6.522915462857419300e+00,8.843355468434603572e-02,6.864739577532025905e+00,9.445171719594613879e-02,9.805674672928343938e-01
4.347826086956520157e+02,1.000000000000000000e+03,6.296164139388701564e+00,8.437160659285539155e-02,7.202811424717377342e+00,1.003208705990662059e-01,1.000901078048127557e+00
6.086956521739130039e+02,1.000000000000000000e+03,5.556637355762207520e+00,7.694849613513331243e-02,7.059663672831003822e+00,1.054587139848235378e-01,9.978818122545102254e-01
7.826086956521739921e+02,1.000000000000000000e+03,5.014427020570384030e+00,7.600523982001516909e-02,7.166930526553001890e+00,1.225566532447503604e-01,1.000081748838085538e+00
9.565217391304349803e+02,1.000000000000000000e+03,4.391482931297694847e+00,6.899941093138457771e-02,7.036998505490672073e+00,1.321293067551845002e-01,9.972176733213704569e-01
1.130434782608695969e+03,1.000000000000000000e+03,3.990686868366128515e+00,6.635969185881662735e-02,7.173492771987118211e+00,1.511596005479660942e-01,1.007598621841810038e+00
1.304347826086956502e+03,1.000000000000000000e+03,3.534425823139691669e+00,5.991242045182876980e-02,6.995641779331984722e+00,1.618428144152425363e-01,9.942913179246904987e-01
1.478260869565217490e+03,1.000000000000000000e+03,3.194533371539302280e+00,5.825018310348745176e-02,6.897521230706471940e+00,1.855416985432445098e-01,9.920206836154406016e-01
1.652173913043478478e+03,1.000000000000000000e+03,3.041657828370034622e+00,5.626981425650584567e-02,7.249888271028506637e+00,2.098683242496901524e-01,9.987863323650074676e-01
1.826086956521739012e+03,1.000000000000000000e+03,2.821046698801564556e+00,5.799383104070601758e-02,7.226200529965949748e+00,2.513796872898655388e-01,1.003193510418926016e+00
2.000000000000000000e+03,1.000000000000000000e+03,2.568737684005232058e+00,5.418468206616399580e-02,6.843688420026160735e+00,2.709234103308199582e-01,9.956358450443890673e-01
