offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-8.695652173913049410e+01,9.999999999999998863e+02,-4.389607765580876730e+00,-4.389607765580876730e+00,-4.942895546930834598e+02,-4.942895546930834598e+02,-4.966798559598020120e+02,-7.059753522869452347e+00,-6.958724202392839508e+00,-4.270637898803897770e+00,-4.270637898803897770e+00
-2.608695652173914823e+02,9.999999999999998863e+02,-4.638240367776290896e+00,-4.638240367776290896e+00,-4.940752217123401806e+02,-4.940752217123401806e+02,-4.969206277213016847e+02,-6.750382518469471016e+00,-6.649557507125260614e+00,-4.425221246437104128e+00,-4.425221246437104128e+00
-4.347826086956519589e+02,9.999999999999998863e+02,-5.315894696782720530e+00,-5.315894696782720530e+00,-4.936988466734760550e+02,-4.936988466734760550e+02,-4.968525255900875095e+02,-6.215926069390563136e+00,-6.125596109077718232e+00,-4.687201945460287789e+00,-4.687201945460287789e+00
-6.086956521739130039e+02,9.999999999999998863e+02,-5.837966012832332297e+00,-5.837966012832332297e+00,-4.936689832495726478e+02,-4.936689832495726478e+02,-5.586991830585468222e+00,-4.964970440446062412e+02,-4.993448357853594644e+00,-4.993448357853594644e+00,-5.513103284291928752e+00
-7.826086956521739921e+02,9.999999999999998863e+02,-6.237136130881708596e+00,-6.237136130881708596e+00,-4.938491350166126495e+02,-4.938491350166126495e+02,-4.959579063286371934e+02,-5.294548768741833555e+00,-5.294548768741833555e+00,-4.967485776373687045e+00,-4.910902462518008882e+00
-9.565217391304349803e+02,9.999999999999998863e+02,-6.555906338641534603e+00,-6.555906338641534603e+00,-4.941083858526085351e+02,-4.941083858526085351e+02,-4.953555695027621368e+02,-5.563919183498683196e+00,-5.563919183498683196e+00,-4.413780514737929650e+00,-4.372161633002846770e+00
-1.130434782608695969e+03,9.999999999999998863e+02,-6.812429231030364463e+00,-6.812429231030364463e+00,-4.943757647819010117e+02,-4.943757647819010117e+02,-4.947769949787399923e+02,-5.792738717018437455e+00,-5.792738717018437455e+00,-3.944551395399380045e+00,-3.914522565962570422e+00
-1.304347826086956502e+03,9.999999999999998863e+02,-3.557612538482885611e+00,-4.942656001772473360e+02,-7.018589013414384681e+00,-7.018589013414384681e+00,-4.946187718287208099e+02,-4.946187718287208099e+02,-5.981980520422439440e+00,-5.981980520422439440e+00,-3.536038959158772865e+00
-1.478260869565217490e+03,9.999999999999998863e+02,-4.948267218764231075e+02,-4.948267218764231075e+02,-7.184288427897854490e+00,-7.184288427897854490e+00,-4.938336282346601820e+02,-6.136646982025467878e+00,-6.136646982025467878e+00,-3.242285556698656368e+00,-3.226706035950756668e+00
-1.652173913043478251e+03,9.999999999999998863e+02,-7.317885641193242918e+00,-7.317885641193242918e+00,-4.949995461538781001e+02,-4.949995461538781001e+02,-4.934770422689414886e+02,-6.262671140440716044e+00,-6.262671140440716044e+00,-2.986028540916866092e+00,-2.974657719118918298e+00
-1.826086956521739012e+03,9.999999999999998863e+02,-7.426197708211475401e+00,-7.426197708211475401e+00,-4.951413694281895914e+02,-4.951413694281895914e+02,-4.931855278453847973e+02,-6.365569189790221571e+00,-6.365569189790221571e+00,-2.777272281814786137e+00,-2.768861620414762470e+00
-1.999999999999999773e+03,9.999999999999998863e+02,-7.514628806086193435e+00,-7.514628806086193435e+00,-4.952573562438967656e+02,-4.952573562438967656e+02,-4.929476527507667925e+02,-6.450000053943313105e+00,-6.450000053943313105e+00,-2.606311549269503924e+00,-2.599999892112363487e+00
